Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Spain,ESP,13676.3069991903,21586.9938141957,33540.3571743561,34919.3872520672,37305.6291510563,39550.1890761123,40716.6807627631,43739.63291058,38967.339917953,43620.6040614123,48685.4963088272,52779.2340573703
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sri Lanka,LKA,2402.32962729343,4487.9956046914,11465.9513812282,12017.0327224265,12946.4081355116,13576.4170421781,14178.0225365529,14112.9525046152,12940.9045057722,14316.1364925465,14182.3081781894,14455.3016168039
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Kitts and Nevis,KNA,8938.39196127323,15184.9491070608,26363.6884241284,26482.0938529388,27793.7446673621,29123.6705283886,30309.3862284619,31964.6901634196,26883.2397886618,26420.3363822552,31223.074862888,33402.8266790857
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Lucia,LCA,6733.77243207705,9262.11311174974,14348.2077929413,14294.5421651279,15240.1759558419,16056.2187576915,17347.9416764267,18584.3294381587,14815.7195038053,18651.8731999561,23546.9338147784,25128.6996785115
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Vincent and the Grenadines,VCT,3936.6117862842,6487.58759839936,12206.2997922816,12434.4116200456,13542.631094481,13590.0943540972,14640.3169475883,15233.6550901809,15254.2471442215,15673.737036819,18044.9732128887,19875.6891739928
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sudan,SDN,1520.10876464844,2732.365234375,4470.1357421875,4421.7509765625,4684.09423828125,4465.09375,4422.369140625,4123.92333984375,3525.5556640625,3420.45190429688,3532.0703125,3137.16186523438
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Suriname,SUR,6488.56347448028,7498.40478757848,16763.391642822,16720.4300662479,14632.2454188542,17751.6813428426,18029.8486822001,19951.6088069919,17093.5096538624,18447.3399360527,20061.3538288327,21047.1825568358
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sweden,SWE,20411.1666772031,29622.0384751931,47184.6691338182,49103.1334338706,50430.2528196052,51947.9542478244,53521.6306428288,57229.7767468145,57690.3244587834,63375.0446462412,68088.1932665107,70206.6116365115
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Switzerland,CHE,28442.331604763,36695.2070554187,63417.0437157565,65265.04573356,67350.7518747757,68193.5054944094,70688.8187491194,73732.2353322093,72997.8239503282,81603.2073073193,90746.4532786,92980.401876095
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Syrian Arab Republic,SYR,..,..,..,..,..,3306.57214574067,3499.57600463979,3546.65887524285,3507.09239076566,2914.53055943546,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tajikistan,TJK,2573.63978819174,1038.06852416455,3189.27564638984,3017.28119917432,2960.71491440415,3071.22860475938,3129.35566126125,3531.47913236689,3732.87370815427,4074.56022293416,4614.42421354987,5082.17180293729
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tanzania,TZA,921.974426269531,1156.7705078125,2200.939453125,2294.26440429688,2408.84130859375,2445.50634765625,2697.20166015625,2947.126953125,3251.58837890625,3451.4482421875,3751.16674804688,3972.60766601563
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Thailand,THA,4411.02856834797,7282.31040125359,15421.415567255,15846.5231576555,16730.9410417511,17638.277307626,18942.10976061,20023.4457125017,19208.2004462923,20280.9337147138,22213.7993747114,23422.9241932571
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Timor-Leste,TLS,687.303299139755,1258.13125575228,2852.79562644242,3115.42828982356,3426.31359073054,3516.03127728579,3624.65527681472,4617.02641040167,6254.99859781323,6970.00022084661,5838.24159013022,5108.70503805702
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Togo,TGO,1145.34600753795,1349.3910545985,1848.68736814505,1927.44972063088,1982.6130849774,2037.19292625378,2121.57689609455,2273.81527752488,2420.16506099481,2646.82803893719,2927.33575934222,3155.32000038484
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tonga,TON,2141.23224271441,3480.78391125225,5332.10032250044,5470.50866383844,5908.48506937586,6231.32841487107,6405.56014729789,6571.52864022299,6671.58770905533,6742.46177359667,7016.36613133203,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Trinidad and Tobago,TTO,6799.91320527826,13822.9581470261,29926.6216450913,27758.8305196181,26122.0200169045,26364.227410858,26644.4951081192,26641.3891552789,23972.0481787084,27631.6778146419,29910.142636703,31572.1010218751
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tunisia,TUN,3727.95418735679,6197.50729219486,10798.7568828305,10637.4599683237,10845.9676757289,11134.9569201511,11675.1863183148,12314.0859431414,11734.1698616814,12159.0545314745,13253.3906208041,13681.6110894965
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Turkiye,TUR,8460.74789196166,9498.96441384638,24105.0237978098,25855.7653558275,26695.915689876,28193.1744851997,28299.3988721682,28461.1790315919,28680.2009413236,31637.5305444616,38355.1539672096,44151.0248931869
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Turkmenistan,TKM,5378.14898493857,4221.14156574617,13384.5034632596,13705.5932346113,14001.3421806214,14476.8488439046,15767.2883753471,17100.0947873695,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Turks and Caicos Islands,TCA,..,..,22502.6426974368,24056.9051578912,25624.3679055038,25895.7761908561,26799.3931831573,26805.8055174915,16514.380742548,21253.0806321669,23848.6222208069,24819.5581804393
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tuvalu,TUV,1596.57436624487,2523.42206803727,3381.32345670976,3775.81515277937,4036.73217710422,4218.95764998647,4360.57870255404,5004.69469231536,4804.46174753939,5053.7504457011,5394.22875345725,5763.45491379554
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Uganda,UGA,665.243997759178,1123.24794768722,2137.474174733,2193.1255730684,2168.13931565235,2160.6626736512,2314.86638816119,2444.24828731179,2535.21570663553,2688.26683541475,2920.66477018752,3098.11101633488
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Ukraine,UKR,7614.3427734375,4260.8017578125,10664.6240234375,10064.8427734375,11011.970703125,11686.857421875,12708.798828125,14380.861328125,15716.841796875,18040.345703125,16080.228515625,18007.486328125
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,United Arab Emirates,ARE,86860.6487815545,97402.3049009562,77756.4733197473,68409.2329733712,67256.7745306558,69205.7285326035,76767.494524441,78839.0924822846,66153.2638613342,68912.5455452314,78915.2547555887,83902.6711259525
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,United Kingdom,GBR,17054.444821826,26529.8521734351,41278.1275079919,42496.8542909218,44082.1164678494,46048.2000506645,47090.4848967293,49911.1566522003,48005.879606196,52841.6345850474,56761.5172982103,58906.2388575418
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,United States,USA,23888.6000088133,36329.9702595751,55304.3155317137,57040.2082136605,58206.6141931841,60322.261424175,63201.0458483771,65548.0707847572,64317.398912504,71055.87619383,77246.6738828675,81695.1870713302
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Uruguay,URY,6656.02336986409,10842.9274823181,21640.0332134751,21941.8905523237,22609.8349867698,23373.7525183876,24155.1088458054,25548.0633843286,25551.3370537567,29187.42867517,32746.31527644,34061.5129496746
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Uzbekistan,UZB,2658.81274660481,2658.92250011558,6494.85994090061,6680.18470067687,6796.90489209483,6840.70985995243,7192.5053501179,7513.69754045368,7516.21566377009,8162.19581678151,9042.34391622839,9724.73400808025
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Vanuatu,VUT,1638.41540951581,2139.56580192865,2801.67333004409,2771.19322289478,2858.58723594307,3018.76311735302,3102.03091542338,3180.31333814746,2989.92383139182,3006.5803095493,3203.61662269951,3315.07344712078
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Venezuela, RB",VEN,9534.00707509375,11624.0394789456,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Viet Nam,VNM,1184.2306713859,2552.99752593495,7332.39585680778,7724.16101671363,8453.06521906826,9281.28336429456,10149.498164063,11190.1531912569,11781.1482979734,12230.2596221026,14051.2487714012,15194.3427834845
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Virgin Islands (U.S.),VIR,..,..,32360.9003830107,32573.7166813275,33470.5904771466,33893.5501815475,36746.4868901837,40021.7775798021,41354.1963283782,46238.0596542703,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,West Bank and Gaza,PSE,..,2782.50352623361,5381.63690987475,5769.98236633202,6062.23274844577,6106.64574037122,6215.81647317396,6508.44835080318,5956.28620064819,5663.12160743584,6158.1600930858,5888.39431103355
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Yemen, Rep.",YEM,1809.27580606355,2763.81051535085,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Zambia,ZMB,1541.37455758738,1730.36525882892,3475.75962936452,3368.46031177651,3342.33199112982,3419.71783494745,3468.84412099631,3385.78657047215,3179.26541108277,3526.50741804083,3864.89436678034,4125.62555555083
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Zimbabwe,ZWE,1794.31816869789,2237.57926489714,2618.24085915746,2692.29070035903,2825.35716474699,2435.79435796907,2611.32640893323,2711.52933410429,2784.87239456881,3276.26775276077,3660.8355008182,3899.89923349249
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Africa Eastern and Southern,AFE,1816.03586561908,2140.70967930436,3473.84325265686,3502.29666225392,3595.84104139358,3640.62858239979,3695.3868844571,3783.51875125366,3666.87196121749,3967.40062889228,4294.02528117969,4459.76413365087
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Africa Western and Central,AFW,1741.68751953343,2049.5890565845,4180.42772373345,4130.73627388289,4072.79226056154,4139.38760428211,4272.38785238209,4525.09124361269,4503.39664759409,4756.30841947667,5156.12010265163,5389.58089595791
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Arab World,ARB,6828.90617535741,10035.6679516006,15743.4224414507,14275.7189645299,13839.3946265852,14439.4061573788,15434.3679645583,15550.0988946261,14314.7721939757,15640.1570360399,17400.713764194,17913.683964503
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Caribbean small states,CSS,7150.79511087418,10345.5669771195,15861.5988557405,16035.0021139298,15876.8389024768,16937.5356081639,17525.3235679629,18575.0945215188,16860.2611534076,19757.122425393,26327.0343690379,31173.8765006823
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Central Europe and the Baltics,CEB,7517.81847439496,10015.9925664639,24930.6566407373,26138.7832134565,27759.4752283361,29835.9795536823,32020.3911908708,35482.038696541,35850.3487946529,39902.2158317656,45163.4349020907,48261.1524268396
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Early-demographic dividend,EAR,2961.40860396615,4176.4176,8224.2668049711,8332.69328032325,8647.51898089679,9078.32659038228,9590.82943012095,9910.48275143819,9665.10971553127,10752.0350024521,12142.2432595477,13095.9478361676
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,East Asia & Pacific,EAS,3250.68095239595,5775.98467634083,14841.1410557412,15309.9626858088,15872.8804910851,16663.6416702187,17770.1576272425,18823.8203995837,19126.9532164683,21207.8616674989,23289.3171281259,25131.2962561086
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,East Asia & Pacific (excluding high income),EAP,1458.71241220114,3311.65746578646,11618.6587245402,11998.9323514084,12586.9921537481,13337.2597532909,14425.0838003375,15487.9473229035,15792.4479110189,17704.2856043395,19590.3533629688,21270.7762392199
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,1476.1957465299,3350.66754909406,11749.226100972,12133.4262634086,12727.7066810994,13485.9026881604,14585.5195422585,15659.985796887,15967.7770101713,17900.9397648165,19808.2362468327,21507.7013931115
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Euro area,EMU,17030.4531228522,25115.6373952081,39736.263178629,40826.3267228219,43313.4657544846,45399.5680224631,47320.1602324273,50853.4202112256,49285.504970038,54208.1300845637,59534.2072802853,62585.8387737249
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Europe & Central Asia,ECS,11940.7964399211,15927.5546532784,30488.5380163292,30917.5185625484,32328.5945646293,34029.1848314838,35730.9323788201,38322.895193471,37780.4475784033,42464.9646444818,46899.6040232529,49755.6047003729
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Europe & Central Asia (excluding high income),ECA,6404.69857050052,5764.4088429599,15829.8814179906,16131.4241135748,16733.5775558401,17569.6917104265,18177.2606739987,19243.4216759187,19603.4375360865,21950.8680983824,24887.1417477586,27906.7118532859
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,6944.98482817245,6617.60013069822,20220.936604236,20008.1689982347,20575.0440518454,21893.7411273228,23439.5207115276,25254.8241281757,25676.2123991206,29885.662509318,32986.4591153758,36096.9880571733
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,European Union,EUU,14983.6685273496,22075.6366276142,37065.5981964675,38224.1051741392,40552.296778986,42666.6986932236,44654.3485271638,48194.9375050585,47106.4373764272,51916.8314504537,57339.3919245692,60348.4815656797
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Fragile and conflict affected situations,FCS,2469.74562850395,2668.11538010105,4624.6132050462,4425.67639219102,4485.44239986979,4634.35054042444,4914.65905893186,5138.876452112,4990.50800095647,5228.80562969875,5401.6261207199,5580.63813408705
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Heavily indebted poor countries (HIPC),HPC,1082.2817442252,1321.03684573326,2321.47660531774,2379.09919861691,2475.80397391076,2565.2042826422,2670.12834720373,2807.33835189608,2801.32644541831,2993.85520001472,3258.74564597665,3427.67251119598
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,High income,HIC,16819.9399279664,24993.8691286904,42363.0603194577,42890.0008894187,44081.3108375567,45994.3820323933,48196.5370098473,50504.6252737588,49474.5533332796,55103.0624486675,60235.3528178207,63340.405513529
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IBRD only,IBD,2972.40350145837,4477.25244426346,11516.4192590896,11632.2180733547,12080.0757533864,12745.0216395523,13641.9060746909,14440.7141013939,14470.6124791903,16356.5960625459,18149.4277272296,19636.1073917148
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IDA & IBRD total,IBT,2647.41313121321,3877.09984953219,9500.45772165269,9593.43446241153,9936.31958737274,10440.1705003412,11132.4764489119,11746.8559905076,11743.293720446,13155.8659350774,14529.8424034417,15625.810611703
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IDA blend,IDB,2017.62493058789,2423.23710684603,4746.85475061007,4836.02140660949,4873.23675062027,4957.10302975418,5133.29644324403,5320.38675731192,5317.532617049,5632.05995762171,6153.82437696321,6386.85041403226
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IDA only,IDX,1030.79112449633,1398.6059162372,2853.55002164207,2948.49793557677,3095.57877490968,3232.87123720471,3446.39202991948,3653.74088450333,3686.38584354132,3909.94887439563,4276.11467191979,4512.69029299257
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IDA total,IDA,1355.79737852237,1738.90881203946,3484.67571741006,3576.16378188944,3683.23481541375,3800.00517587739,3998.89108091482,4197.3680056662,4216.97197473191,4469.19599940516,4885.22885084826,5118.49704127847
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Late-demographic dividend,LTE,2898.88254878947,4797.68373130465,14858.2315304697,14941.4912990667,15460.82833486,16366.9728430341,17695.839658046,18972.3886190143,19236.6503632811,21905.7213396337,24146.0427543924,26054.0314360212
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latin America & Caribbean,LCN,6276.72465818662,8797.52814742624,15408.4648803588,15191.0663311109,15441.5674363913,16075.9936882222,16760.4800819079,17169.5131512131,16501.6112290472,18561.5332194452,20726.8648611597,21822.7256549865
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latin America & Caribbean (excluding high income),LAC,6177.90202544927,8568.97543619604,14920.029916203,14678.033673608,14894.6416825555,15491.2558469625,16144.2246621039,16501.5215157225,15850.2020416249,17792.0281662666,19860.833234426,20898.8416544875
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,6258.00472555865,8722.79364548899,15340.002408747,15119.5619358719,15372.5296399243,16014.1390866829,16694.9165501593,17090.0263670157,16423.9486915516,18476.4321866365,20627.1947870845,21717.2371754885
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Least developed countries: UN classification,LDC,941.754039266173,1270.52562464982,2662.58738647077,2724.6514158114,2852.34700209648,2977.77829443481,3198.09425419464,3400.88184079964,3438.59878332198,3645.87021765332,4000.27345175169,4214.84168117323
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Low & middle income,LMY,2330.42697697088,3636.15042640419,8804.49779197339,8933.82633830971,9270.53901879551,9724.59415473618,10350.0472580246,10894.6423152134,10886.2467062407,12120.2090686564,13429.3008027995,14454.1869696327
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Low income,LIC,767.297639531891,975.380523460896,1704.82043483381,1775.2280665312,1876.79837300157,1928.42541910848,1995.93799324916,2083.39304078307,2066.87286682484,2127.34272657041,2299.26063707359,2397.98202987991
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lower middle income,LMC,1538.17974263631,2347.49175781777,5360.9030706018,5560.65125768453,5824.65379911842,6123.77456694924,6600.04893504777,7010.73076952127,6968.50827076422,7684.54349046363,8616.17722470559,9308.18995072841
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Middle East & North Africa,MEA,7785.4800274078,11405.8114825403,17651.0769213628,15985.434095273,15771.8309433036,16480.0712992088,17406.4899857658,17315.0245275077,16374.9523254995,17915.005577334,19980.1594609486,20802.2296223788
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Middle East & North Africa (excluding high income),MNA,4815.98566432931,7288.2781604835,11090.0663906977,10464.0346401388,10546.8134219017,10996.1924550202,11486.2246829738,11469.790963854,11648.8395877124,12344.4636304986,13642.7116155089,14347.150215967
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,4840.62820748461,7336.22282500187,11156.5859737506,10518.8842079655,10599.425153688,11053.7283804765,11548.7183030867,11529.120565618,11717.4137450239,12425.6289123362,13734.4700651771,14451.8454572582
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Middle income,MIC,2450.84561387809,3865.08851659213,9560.56475045423,9707.17823994551,10081.9643778332,10593.0394987277,11295.3092044748,11909.2276916778,11920.2877477885,13311.3934838374,14781.742562544,15946.3108963008
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,North America,NAC,23525.6747312156,35650.1373230483,54351.2100031102,55804.216933605,57030.6809834499,59113.837299206,61858.6613849492,64005.8253003186,62703.0540385624,69482.651697582,75661.3121844402,79550.3767082628
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,OECD members,OED,16721.4827400181,24716.3006697006,39438.0639287734,40574.1609939736,41954.2247212293,43574.8448263325,45250.3408388969,47241.4220273436,46290.7133762584,50844.7564355333,55935.1469881201,58955.5053657294
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Other small states,OSS,7793.57722614176,11787.8411441602,20974.9421502264,20394.2662739694,21244.0833274955,22714.9766605277,23780.6941256272,25654.639359674,24305.4304561106,26843.7342314024,29690.739613268,31386.5912588148
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Pacific island small states,PSS,2773.28121562155,3692.17407295897,6204.84745315459,6614.09767512985,6777.0187261204,7110.62931911775,7267.89457491793,7297.97344126118,6459.95765263934,6267.2638415387,7406.84738836147,8064.768135362
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Post-demographic dividend,PST,18060.6191525667,26937.0219200069,43151.6989251412,44264.2849563857,45766.6284300122,47607.5637932307,49620.0202270069,52005.4480146449,51024.6099526388,56189.7862985183,61380.1048438053,64563.2722429816
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Pre-demographic dividend,PRE,1472.44110586652,2053.15884419487,3620.06754707933,3444.81309415045,3441.48669106215,3538.10725109666,3723.42648251948,3885.04761740547,3758.03909288696,4029.92041313598,4375.40206684157,4518.32401702926
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Small states,SST,7030.76582315846,10466.8432313287,18203.0926524521,17881.1443354107,18484.8847536042,19748.1259338298,20621.6801896392,22123.1056425802,20775.1611886612,22995.3808887822,26204.100773023,28262.7708852285
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Asia,SAS,1262.56189448866,2096.65550668958,5002.67684831734,5226.85980235881,5567.56302854154,5888.16457771288,6403.39632970279,6790.11325708705,6684.83529972055,7610.50189556723,8588.82735681985,9387.8553033185
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Asia (IDA & IBRD),TSA,1262.56189448866,2096.65550668958,5002.67684831734,5226.85980235881,5567.56302854154,5888.16457771288,6403.39632970279,6790.11325708705,6684.83529972055,7610.50189556723,8588.82735681985,9387.8553033185
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sub-Saharan Africa,SSF,1785.43511907838,2103.23132902091,3760.1415717548,3756.75990099943,3788.59264713473,3842.30172362776,3928.86429968935,4083.84844696899,4005.75591762377,4286.73516505086,4642.99187154586,4836.23024276949
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sub-Saharan Africa (excluding high income),SSA,1784.47009174241,2101.71217933356,3758.1664584684,3754.7526051324,3786.30545847599,3839.88324216329,3926.36843292581,4081.22385440253,4003.44231278026,4284.57734971085,4640.42766498727,4833.54354620437
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1785.43511907838,2103.23132902091,3760.1415717548,3756.75990099943,3788.59264713472,3842.30172362776,3928.86429968935,4083.84844696899,4005.75591762377,4286.73516505086,4642.99187154586,4836.2302427695
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Upper middle income,UMC,3196.48155667283,5219.17114921519,13800.4538304315,13920.7381634576,14437.7124876304,15196.9957013901,16165.8645203265,17027.965098342,17139.0080689923,19296.589692196,21411.8783106591,23158.1871462124
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,World,WLD,5588.30897642495,8019.88218497832,15034.773610965,15196.3281405978,15649.6384835533,16326.4679984333,17193.8761475669,18009.9351872717,17772.1128243959,19719.5146949101,21656.2032049534,23009.815025979
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 11/13/2024,,,,,,,,,,,,,,,
