Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kenya,KEN,1709.14401701795,1893.99747443147,3375.58456757834,3696.9360748719,3936.68976219253,4198.5533558741,4433.97532289365,4710.50373969069,4813.92013999517,5360.36190289931,5902.09197391186,6323.53360078914
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kiribati,KIR,1189.34880638199,1630.24639373059,2085.00435786268,2310.50465625674,2462.8549349865,2555.98154144754,2662.07455949841,2751.8200827286,2721.61334410307,3036.41513633922,3314.93574684645,3521.74542032784
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Korea, Rep.",KOR,8355.3327739747,18538.8355325592,35324.4976704773,37902.4004037578,39575.4542830031,40957.4180587145,43044.2917633371,43865.0416366745,45142.7634505403,48571.4322096427,51621.9292633937,54033.1599772519
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kosovo,XKX,..,..,8200.55110780991,8715.29980294971,9157.10297369035,9381.02387791997,10018.7442830755,10861.1321032283,10532.6113748788,12362.7048078625,13939.4565030427,15029.3490980354
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kuwait,KWT,30944.5813972289,59303.8848490354,66597.8744357974,44408.3544436242,41407.2735899483,46903.1777496813,51281.3845373537,49939.1247751688,40509.3983518628,49668.9974729809,56181.7077010232,56386.2943252867
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kyrgyz Republic,KGZ,2543.76216440847,1861.8511534459,4279.16679979308,4211.34227261594,4676.33388651462,5040.42958650705,4869.58849242256,5414.32715295984,5294.01574693325,5802.38897216037,6572.38276138415,7102.76721945698
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lao PDR,LAO,1011.43099801369,1794.00440873921,5808.65864381182,6098.82331576388,6760.0741248906,7162.55278061592,7511.14175799296,7770.68624748182,7942.7225987312,8111.05606707263,8793.55755077116,9326.27219374719
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latvia,LVA,7688.21826365764,8040.50904846532,23815.6086023522,24972.8362766881,26721.8364985868,28673.6225736307,30877.0419264805,33294.5077885749,33733.0651257205,36777.8928459839,41106.5270657149,42501.0278820495
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lebanon,LBN,2991.56344002401,7953.93664273394,16326.7417898764,17241.7694538102,19135.6092514966,21138.4053309102,22108.4420665639,21758.1032525002,16373.0479861557,11860.0586252712,12852.6660201154,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lesotho,LSO,768.601319146059,1276.28916872867,2751.20304749485,3014.72173672698,2923.72318781704,2602.52220835694,2615.0259222894,2549.53527670624,2537.79208168464,2516.97775280919,2699.99094132178,2793.86231166763
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Liberia,LBR,791.486152273259,976.363501957873,1432.86743198916,1354.12155760745,1506.01505243553,1683.09643341727,1820.09567884422,1921.78608911742,1679.70544875837,1558.74224920002,1712.68324651079,1819.04766980847
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Libya,LBY,18016.6703430697,21217.8454764407,18455.6424497803,18885.0764267029,17905.7779395489,19044.8767457177,19961.3460462631,17835.2800156724,16261.8790227937,18171.5229650604,19487.9010161056,19641.1439456209
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lithuania,LTU,8885.83926419951,8446.92767760874,28184.2813023168,28834.5570242411,30925.2413840761,33761.9475000677,36376.5278839032,40577.8037367455,41168.2149817792,46410.0676392912,50997.2789710271,51877.0065192769
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Luxembourg,LUX,29929.0521561855,55124.2922512694,105296.284588232,107859.685999308,113365.176082265,114985.842235989,116498.512080919,121403.823719046,122114.101599326,137947.34385169,146457.020543986,143341.473124645
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Macao SAR, China",MAC,26722.2566134536,34588.441975549,149325.171801762,113813.739005369,112351.277234359,122838.382786163,131302.826338343,127747.219110728,57992.2133399872,73734.0816117443,61270.1242181986,113183.163045693
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Madagascar,MDG,1182.78193237533,1258.64201524972,1532.78107137994,1531.28787865489,1598.13667621734,1583.45919949684,1583.94828406159,1652.49342031181,1528.78241137715,1642.30416221094,1781.78281175187,1875.11367170395
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malawi,MWI,671.938937373154,981.820023295275,1518.66973047385,1415.23139400952,1422.28023767727,1392.47080836583,1375.89008049018,1465.55046880457,1560.96134713407,1728.82539847128,1820.4522326777,1867.67384372705
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malaysia,MYS,7010.91097458662,13040.1421226118,24377.7401948852,24655.8317125486,25496.9751341353,26729.3847379976,28232.5235110203,29495.4035170304,28045.3873552765,30456.0928951741,35040.3100931894,37247.7011006116
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Maldives,MDV,4527.44001650463,8518.65640286675,16580.7520902505,17570.2740526043,18317.304475896,19175.6167143131,21154.5255046562,22309.797480574,13103.8505149903,18865.719302223,22900.0588170747,24808.7077686067
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mali,MLI,758.943867939815,1103.87932844837,1886.42361514188,2011.57450958182,2176.5653522551,2244.56072077058,2307.1668334243,2437.55803624467,2351.28960633963,2399.46153474407,2576.65910461572,2725.95585912297
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malta,MLT,10108.6006302847,18357.8888859611,34341.58204453,37452.4665202781,39704.3288883898,43489.3514954462,45871.3369752927,50327.6845543888,46466.9299634322,53492.204848471,59284.2655741431,62445.6814904198
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Marshall Islands,MHL,2042.00273580899,2333.44885043135,3872.87883773876,4072.42492446398,4293.20810893501,4642.97349504317,5148.83441583383,5940.40051049616,6024.68032040802,6577.48917742177,7073.96819967252,7491.38614955985
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mauritania,MRT,2014.40694991048,2233.94786969527,3870.513111604,3997.50773416599,4722.88224669004,5418.15836495085,5514.37306195803,5717.44904026701,5870.29980470235,5988.20355101133,6644.77519950536,6934.27792752444
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mauritius,MUS,5008.0694682761,9139.7036706353,19066.4430517664,20011.3333068005,21670.4566005949,22595.7290817609,23068.2409674878,24027.1189308354,21326.224396378,22737.5729410543,26579.75609218,29498.4705238746
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mexico,MEX,8693.60062033878,11794.3236037342,18983.778991974,19217.8587938152,20225.7102413024,20582.2523670259,21015.9257539431,21095.7136967365,19473.0884906874,21131.9157582539,23859.1256428872,25601.6255471097
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Micronesia, Fed. Sts.",FSM,1727.72661588636,2390.99949144857,3160.58852531316,3324.0004955836,3357.63164966645,3430.13177398928,3492.92883300242,3681.58457039967,3633.34718181514,3870.93240380237,4074.04063796399,4216.5073799144
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Moldova,MDA,6922.25469986185,3044.67050577829,8643.06431435343,9197.61838204272,10325.8404896126,11252.1135465283,11868.1955463223,13413.2232935126,13527.4413130967,15682.0703284653,16301.7656869971,17384.3768896227
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mongolia,MNG,3378.32130068155,3644.05970582405,11126.6221730274,10677.4165423569,10717.1346208393,11285.5822800997,12489.5461562512,13753.3132529533,13829.8025629998,14951.1365679904,16559.0745333008,18108.0035496665
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Montenegro,MNE,..,6002.57309261823,15370.047327501,16331.6473335012,18198.6324412468,19680.4258268372,21511.8986481224,24139.8157053189,21003.781959125,24509.936480946,28319.5889461379,31216.3797861973
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Morocco,MAR,2755.0283203125,3912.57788085938,7227.0126953125,7781.69189453125,7833.41552734375,8095.3681640625,7780.99169921875,8024.4052734375,7681.83544921875,8581.330078125,9205.3359375,9743.30859375
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mozambique,MOZ,291.389420281546,481.560149035121,1154.62478831396,1303.37153859162,1361.21218696968,1264.65306205562,1307.33059592616,1370.39867945741,1393.75678141374,1440.4596813034,1565.54923286483,1657.10971675131
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Myanmar,MMR,437.997907773435,943.59204314046,4342.90057606584,4424.49142568454,4425.45213314177,4671.02259456998,5539.54752575905,6055.41690613211,5697.28803845981,5138.88724952007,5682.54133241238,5905.24311968839
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Namibia,NAM,3876.29704134948,5127.22162666302,10684.8081315768,10885.8474459275,10708.8001676786,10483.0846293315,10556.8062546387,10410.1305312869,10254.7984119687,10785.0834347808,11987.4130269868,12756.5416326288
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nauru,NRU,11676.6328424618,4109.29934017942,9549.92486046369,9749.7313293235,10023.2693449708,9354.58065629181,9295.23494286943,10083.1670103566,10223.009565965,11340.0401589701,12246.7927672905,12670.5538492255
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nepal,NPL,825.665383231868,1316.13285868664,2923.4105803964,2980.15230230976,2986.19567628825,3582.68767862056,3896.8629114633,4198.84064499886,4180.43698458006,4461.46878467812,4959.88346472493,5181.84167429648
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Netherlands,NLD,19162.0271171505,31874.8780479427,49233.2153954401,50288.5913949377,52288.4150841353,55088.6338006744,57826.6284976675,61089.5834206486,61068.4058621127,67693.3264311302,74541.7992402552,78215.0663038601
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,New Zealand,NZL,14871.4551034056,21500.6292898099,37297.8134848978,37488.0496359613,39946.2344308563,42206.923421304,42499.3779260836,45163.6964269884,45283.4680496217,48194.0410599758,52327.6991246007,54109.8009972684
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nicaragua,NIC,1948.01242135141,2751.14367885396,4951.68867450282,5319.83188779857,5738.23682974353,6067.52953852853,5779.70699947814,5819.31518544463,6075.55881396054,6873.73117748359,7526.2903841613,8043.73711482076
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Niger,NER,731.639837960689,756.848942451152,1151.96688072261,1161.20686678293,1175.15058079445,1191.33514588339,1254.01179551936,1389.16425492127,1458.93993429819,1538.4707469366,1775.59654427621,1817.337952963
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nigeria,NGA,2057.01740051124,2293.12448292984,5442.99261090234,5377.74783605583,5202.73156053697,5171.43264455052,5251.02823057722,5525.44378417473,5499.38469057011,5623.66407810605,6069.18710905828,6318.15923280436
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,North Macedonia,MKD,5397.57834442444,6152.61460584251,14484.0881710509,15033.1263586648,16456.9284185676,17159.4748808208,18459.2495759732,20221.8115696501,19961.3898708919,22371.4967909767,24179.5724424566,24872.740929988
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Norway,NOR,18448.5526448846,36986.4941984639,66332.4614374198,60737.8868132779,59280.1992028829,64589.5559196863,70253.8463693386,70939.6055180362,67110.60457055,89209.1397773603,124252.832594829,104459.811922794
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Oman,OMN,26299.1361235243,39585.9796033157,44160.497599677,35998.9754101817,33279.3463850534,33586.5000995128,37753.3985882652,37157.3220419116,35001.5146768044,38930.9938379577,42938.4445742882,44421.1979600311
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Pakistan,PAK,1907.43926599447,2573.66112840912,4437.52319639562,4614.5118831069,4774.17052066566,4942.1411951147,5142.47533162512,5206.90716506548,5221.43854530392,5554.58570149625,6112.3247203395,6212.03759474523
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Palau,PLW,9582.89738828175,9908.57843300101,16251.7817731186,18003.6223715192,18312.4568247799,17959.4305493989,18459.2989096665,18884.8678181437,17631.0702344982,15781.9790485702,16803.0900621379,17490.7523416317
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Panama,PAN,5268.20968073632,8746.25168951849,24545.034143925,27409.2431166347,30427.0940939236,33628.2268409548,32473.0815202922,33229.4960261777,27022.6390129774,30895.8322499594,36169.586210703,39695.0819584697
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Papua New Guinea,PNG,1717.1212562522,2207.42619039332,3524.06140211097,3695.55232922781,3839.50849582169,3950.6834324208,3937.27734898187,4089.25558659817,3926.78132071762,3992.94122087936,4409.23263064593,4607.38149706558
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Paraguay,PRY,5604.22708018275,6906.10318986937,12563.7909365412,12640.3776225811,13291.9381018171,13940.51795585,14104.1015852733,14117.1650851672,14276.5455735658,15361.0847494949,16284.6953009672,17465.8609710395
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Peru,PER,3352.29319103542,5001.39518579328,11427.38118528,11504.3479860703,11963.3384420608,12479.9639966102,12953.8175500027,13408.3532412789,12387.4513459058,15028.6277005836,16363.0863943113,16717.3831036941
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Philippines,PHL,2662.86144104776,3437.53240956831,6849.93768632247,7046.94039298665,7513.63369833791,7874.3911828494,8426.75332334853,8958.3710638251,8230.31161428208,8797.16871184371,9983.28775298405,10755.49885154
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Poland,POL,6180.98568849563,10673.4777116381,25316.3315445949,26822.6642478406,28165.8365529133,29958.1207092074,32027.6027335558,35487.9109958983,36322.0437578784,40462.6887122126,46720.5730143067,49463.9911694249
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Portugal,PRT,11771.9163246906,18879.0582089447,28742.4403783509,29660.8960672526,31607.7542431733,33044.7167387479,34928.5435337746,37845.2099689668,35874.7807325535,38783.0115625218,44484.2972515757,48758.8570221636
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Puerto Rico,PRI,13409.9369263125,22938.0302340157,32850.5417604204,32899.9421549518,32944.0235909988,32686.4615893529,34733.9955529873,37453.788413823,36858.9791794027,40559.6985749875,45559.2045428152,47699.5615398334
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Qatar,QAT,55469.8105946635,88718.2296374212,144186.303810531,99572.3884065452,85843.6010323655,93278.5041351007,102635.587458861,101046.810986324,83154.1479218008,108865.137778278,121124.663445707,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Romania,ROU,5276.71695807194,5848.84514760676,20630.6778229397,21622.8722956901,23903.8302038752,26940.7545598525,29566.0604641138,33549.3910967414,34293.1685103865,37969.1538938334,42973.1896552762,47903.341148649
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Russian Federation,RUS,8027.7890625,6825.3916015625,25688.2265625,23994.013671875,24012.40234375,25777.904296875,28628.5625,30963.853515625,31490.8046875,38938.49609375,40957.76953125,44103.546875
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Rwanda,RWA,552.965729236828,617.074371994237,1677.02363449563,1780.29239181178,1864.55686890191,1963.39254103935,2118.06433769718,2325.31490871321,2270.90333174194,2709.45782999207,3065.1453603085,3361.10580565545
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Samoa,WSM,2159.21743226096,3023.19569282026,5421.48444292161,5631.84615755363,6080.34831835655,6213.21757537989,6254.42451849254,6573.42921554874,6362.414203561,6074.68985484715,6057.19736332692,6680.61138559324
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,San Marino,SMR,..,53665.3879848542,51746.1037378979,51199.7734857581,51884.1165069997,52107.5631120892,55044.4838747997,58259.2752445504,56445.2268188013,65717.8915454458,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sao Tome and Principe,STP,1537.35994483175,1834.23787774973,3221.40555730404,3158.37354468614,3304.24526067231,3418.70205952374,3919.45767534383,4629.30024792066,5116.15890344398,5703.24824295017,5994.00220297043,6063.64509698689
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Saudi Arabia,SAU,32481.0209194816,38169.7112130168,53704.7962098569,47405.6665358493,44695.4693453305,46419.0261820959,48892.7006521718,47149.1762677518,39824.6342665673,47754.4314528841,54251.6379044103,54991.7231800239
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Senegal,SEN,1550.12559387279,2016.6794980681,2890.94079075817,3043.74289519406,3160.65222464564,3302.04746490853,3453.9168234785,3728.23453254079,3833.54386276069,4258.78628355107,4612.6882661886,4833.03254280993
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Serbia,SRB,..,6019.86489076939,14658.5348220101,14927.3548655388,15857.4403208321,16609.4527343395,17716.7283868,19688.2529700518,20065.4467718426,22574.2304722328,25057.4195186646,27401.7890745341
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Seychelles,SYC,8954.94515026785,14637.9590709361,24984.526915426,25435.2289894362,28811.3970334958,30674.6487335442,32091.2988657346,34219.061370118,31055.9442055039,29979.8272686091,30550.3248016359,32693.6402622878
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sierra Leone,SLE,764.599786105285,683.434327665142,1735.51881524229,1542.79201006625,1608.40848922466,1555.2696015918,1622.05875388054,1623.65098400926,1587.26350295927,1623.97562392431,1759.74588293516,1846.6838573638
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Singapore,SGP,23815.1597255024,43781.2691497492,84555.2446100826,87156.187383315,89735.1660600381,95628.2409946334,103899.678923546,105542.413613949,101612.090327577,131864.092335522,141796.101998551,141500.220277358
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sint Maarten (Dutch part),SXM,..,..,42344.5424529883,43032.6240305092,43990.5748005295,44918.157566044,42485.5374223288,46565.486920967,39535.8654044437,41365.8075140697,48403.6388727536,51527.1041702907
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Slovak Republic,SVK,8520.60126683661,11378.0099803341,29029.0782261812,30054.1218355571,29737.5708042482,30142.3674521189,31369.7988265901,33943.3498787454,35001.7482542062,37790.7874369526,41057.0922209188,44650.2028305074
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Slovenia,SVN,13472.2410595411,18003.5198624079,30870.0236667425,31628.247175832,33936.0440637175,36507.5530416531,38971.8241162221,42747.9621118112,42040.9090611021,46502.0978938704,51281.8575102669,54947.47013724
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Solomon Islands,SLB,1294.66339548764,1539.57005391245,2455.1162477532,2456.57770249035,2553.32014663964,2614.32648182152,2682.57073585116,2710.55895164371,2591.31231172789,2714.19319555387,2907.64281648032,3034.85475159486
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Somalia,SOM,429.053359187416,473.339908382699,1289.90067472679,1527.73419097484,1647.45742841444,1735.09122727754,1635.76447272369,1690.24112436661,1562.08779126869,1461.9687916597,1554.60322924791,1611.2841690175
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Africa,ZAF,6520.69253898982,8155.20548976471,13570.1497112664,13600.6167977484,13719.9431915834,13979.5238745701,13643.7741390091,13706.713815854,13062.672772759,14172.5442514653,15330.7692737479,15847.4275604525
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Sudan,SSD,..,..,1375.42364473082,1145.93832801208,..,..,..,..,..,..,..,..
